! tile     RA          DEC
! number   [rad]       [rad]
  27153    3.571107    -0.104356
  27154    3.595651    -0.104356
  27155    3.620195    -0.104356
  27156    3.644738    -0.104356
  27157    3.669282    -0.104356
  27158    3.693826    -0.104356
  27159    3.718369    -0.104356
  27160    3.742913    -0.104356
  27161    3.767457    -0.104356
  27162    3.792001    -0.104356
  27163    3.816544    -0.104356
  27164    3.841088    -0.104356
  27165    3.865632    -0.104356
  27166    3.890175    -0.104356
  27167    3.914719    -0.104356
  27168    3.939263    -0.104356
  27169    3.963806    -0.104356
  27170    3.988350    -0.104356
  27171    4.012894    -0.104356
  27172    4.037437    -0.104356
  27173    4.061981    -0.104356
  27174    4.086525    -0.104356
  27175    4.111069    -0.104356
  27176    4.135612    -0.104356
  27177    4.160156    -0.104356
  27178    4.184700    -0.104356
  27179    4.209243    -0.104356
  27180    4.233787    -0.104356
  27181    4.258331    -0.104356
  27182    4.282874    -0.104356
  27183    4.307418    -0.104356
  27184    4.331962    -0.104356
  27185    4.356505    -0.104356
  27186    4.381049    -0.104356
  27187    4.405593    -0.104356
  27188    4.430137    -0.104356
  27189    4.454680    -0.104356
  27190    4.479224    -0.104356
  27191    4.503768    -0.104356
  27192    4.528311    -0.104356
  27193    4.552855    -0.104356
  27194    4.577399    -0.104356
  27195    4.601942    -0.104356
  27196    4.626486    -0.104356
  27197    4.651030    -0.104356
  27198    4.675573    -0.104356
  27199    4.700117    -0.104356
  27200    4.724661    -0.104356
  27201    4.749205    -0.104356
  27202    4.773748    -0.104356
  27203    4.798292    -0.104356
  27204    4.822836    -0.104356
  27205    4.847379    -0.104356
  27206    4.871923    -0.104356
  27207    4.896467    -0.104356
  27208    4.921010    -0.104356
  27209    4.945554    -0.104356
  27210    4.970098    -0.104356
  27211    4.994641    -0.104356
  27212    5.019185    -0.104356
  27213    5.043729    -0.104356
  27214    5.068273    -0.104356
  27215    5.092816    -0.104356
  27216    5.117360    -0.104356
  27217    5.141904    -0.104356
  27218    5.166447    -0.104356
  27219    5.190991    -0.104356
  27220    5.215535    -0.104356
  27221    5.240078    -0.104356
  27222    5.264622    -0.104356
  27223    5.289166    -0.104356
  27224    5.313709    -0.104356
  27225    5.338253    -0.104356
  27226    5.362797    -0.104356
  27227    5.387341    -0.104356
  27228    5.411884    -0.104356
  27229    5.436428    -0.104356
  27230    5.460972    -0.104356
  27231    5.485515    -0.104356
  27232    5.510059    -0.104356
  27233    5.534603    -0.104356
  27234    5.559146    -0.104356
  27235    5.583690    -0.104356
  27236    5.608234    -0.104356
  27237    5.632777    -0.104356
  27238    5.657321    -0.104356
  27239    5.681865    -0.104356
  27240    5.706409    -0.104356
  27241    5.730952    -0.104356
  27242    5.755496    -0.104356
  27243    5.780040    -0.104356
  27244    5.804583    -0.104356
  27245    5.829127    -0.104356
  27246    5.853671    -0.104356
  27247    5.878214    -0.104356
  27248    5.902758    -0.104356
  27249    5.927302    -0.104356
  27250    5.951845    -0.104356
  27251    5.976389    -0.104356
  27252    6.000933    -0.104356
  27253    6.025477    -0.104356
  27254    6.050020    -0.104356
  27255    6.074564    -0.104356
  27256    6.099108    -0.104356
  27257    6.123651    -0.104356
  27258    6.148195    -0.104356
  27259    6.172739    -0.104356
  27260    6.197282    -0.104356
  27261    6.221826    -0.104356
  27262    6.246370    -0.104356
  27263    6.270913    -0.104356
  27264    0.000000    -0.114836
  27265    0.024544    -0.114836
  27266    0.049087    -0.114836
  27267    0.073631    -0.114836
  27268    0.098175    -0.114836
  27269    0.122718    -0.114836
  27270    0.147262    -0.114836
  27271    0.171806    -0.114836
  27272    0.196350    -0.114836
  27273    0.220893    -0.114836
  27274    0.245437    -0.114836
  27275    0.269981    -0.114836
  27276    0.294524    -0.114836
  27277    0.319068    -0.114836
  27278    0.343612    -0.114836
  27279    0.368155    -0.114836
  27280    0.392699    -0.114836
  27281    0.417243    -0.114836
  27282    0.441786    -0.114836
  27283    0.466330    -0.114836
  27284    0.490874    -0.114836
  27285    0.515418    -0.114836
  27286    0.539961    -0.114836
  27287    0.564505    -0.114836
  27288    0.589049    -0.114836
  27289    0.613592    -0.114836
  27290    0.638136    -0.114836
  27291    0.662680    -0.114836
  27292    0.687223    -0.114836
  27293    0.711767    -0.114836
  27294    0.736311    -0.114836
  27295    0.760854    -0.114836
  27296    0.785398    -0.114836
  27297    0.809942    -0.114836
  27298    0.834486    -0.114836
  27299    0.859029    -0.114836
  27300    0.883573    -0.114836
  27301    0.908117    -0.114836
  27302    0.932660    -0.114836
  27303    0.957204    -0.114836
  27304    0.981748    -0.114836
  27305    1.006291    -0.114836
  27306    1.030835    -0.114836
  27307    1.055379    -0.114836
  27308    1.079922    -0.114836
  27309    1.104466    -0.114836
  27310    1.129010    -0.114836
  27311    1.153554    -0.114836
  27312    1.178097    -0.114836
  27313    1.202641    -0.114836
  27314    1.227185    -0.114836
  27315    1.251728    -0.114836
  27316    1.276272    -0.114836
  27317    1.300816    -0.114836
  27318    1.325359    -0.114836
  27319    1.349903    -0.114836
  27320    1.374447    -0.114836
  27321    1.398990    -0.114836
  27322    1.423534    -0.114836
  27323    1.448078    -0.114836
  27324    1.472622    -0.114836
  27325    1.497165    -0.114836
  27326    1.521709    -0.114836
  27327    1.546253    -0.114836
  27328    1.570796    -0.114836
  27329    1.595340    -0.114836
  27330    1.619884    -0.114836
  27331    1.644427    -0.114836
  27332    1.668971    -0.114836
  27333    1.693515    -0.114836
  27334    1.718058    -0.114836
  27335    1.742602    -0.114836
  27336    1.767146    -0.114836
  27337    1.791690    -0.114836
  27338    1.816233    -0.114836
  27339    1.840777    -0.114836
  27340    1.865321    -0.114836
  27341    1.889864    -0.114836
  27342    1.914408    -0.114836
  27343    1.938952    -0.114836
  27344    1.963495    -0.114836
  27345    1.988039    -0.114836
  27346    2.012583    -0.114836
  27347    2.037126    -0.114836
  27348    2.061670    -0.114836
  27349    2.086214    -0.114836
  27350    2.110758    -0.114836
  27351    2.135301    -0.114836
  27352    2.159845    -0.114836
  27353    2.184389    -0.114836
  27354    2.208932    -0.114836
  27355    2.233476    -0.114836
  27356    2.258020    -0.114836
  27357    2.282563    -0.114836
  27358    2.307107    -0.114836
  27359    2.331651    -0.114836
  27360    2.356194    -0.114836
  27361    2.380738    -0.114836
  27362    2.405282    -0.114836
  27363    2.429826    -0.114836
  27364    2.454369    -0.114836
  27365    2.478913    -0.114836
  27366    2.503457    -0.114836
  27367    2.528000    -0.114836
  27368    2.552544    -0.114836
  27369    2.577088    -0.114836
  27370    2.601631    -0.114836
  27371    2.626175    -0.114836
  27372    2.650719    -0.114836
  27373    2.675262    -0.114836
  27374    2.699806    -0.114836
  27375    2.724350    -0.114836
  27376    2.748894    -0.114836
  27377    2.773437    -0.114836
  27378    2.797981    -0.114836
  27379    2.822525    -0.114836
  27380    2.847068    -0.114836
  27381    2.871612    -0.114836
  27382    2.896156    -0.114836
  27383    2.920699    -0.114836
  27384    2.945243    -0.114836
  27385    2.969787    -0.114836
  27386    2.994330    -0.114836
  27387    3.018874    -0.114836
  27388    3.043418    -0.114836
  27389    3.067962    -0.114836
  27390    3.092505    -0.114836
  27391    3.117049    -0.114836
  27392    3.141593    -0.114836
  27393    3.166136    -0.114836
  27394    3.190680    -0.114836
  27395    3.215224    -0.114836
  27396    3.239767    -0.114836
  27397    3.264311    -0.114836
  27398    3.288855    -0.114836
  27399    3.313399    -0.114836
  27400    3.337942    -0.114836
  27401    3.362486    -0.114836
  27402    3.387030    -0.114836
  27403    3.411573    -0.114836
  27404    3.436117    -0.114836
  27405    3.460661    -0.114836
  27406    3.485204    -0.114836
  27407    3.509748    -0.114836
  27408    3.534292    -0.114836
  27409    3.558835    -0.114836
  27410    3.583379    -0.114836
  27411    3.607923    -0.114836
  27412    3.632467    -0.114836
  27413    3.657010    -0.114836
  27414    3.681554    -0.114836
  27415    3.706098    -0.114836
  27416    3.730641    -0.114836
  27417    3.755185    -0.114836
  27418    3.779729    -0.114836
  27419    3.804272    -0.114836
  27420    3.828816    -0.114836
  27421    3.853360    -0.114836
  27422    3.877903    -0.114836
  27423    3.902447    -0.114836
  27424    3.926991    -0.114836
  27425    3.951535    -0.114836
  27426    3.976078    -0.114836
  27427    4.000622    -0.114836
  27428    4.025166    -0.114836
  27429    4.049709    -0.114836
  27430    4.074253    -0.114836
  27431    4.098797    -0.114836
  27432    4.123340    -0.114836
  27433    4.147884    -0.114836
  27434    4.172428    -0.114836
  27435    4.196971    -0.114836
  27436    4.221515    -0.114836
  27437    4.246059    -0.114836
  27438    4.270603    -0.114836
  27439    4.295146    -0.114836
  27440    4.319690    -0.114836
  27441    4.344234    -0.114836
  27442    4.368777    -0.114836
  27443    4.393321    -0.114836
  27444    4.417865    -0.114836
  27445    4.442408    -0.114836
  27446    4.466952    -0.114836
  27447    4.491496    -0.114836
  27448    4.516039    -0.114836
  27449    4.540583    -0.114836
  27450    4.565127    -0.114836
  27451    4.589671    -0.114836
  27452    4.614214    -0.114836
  27453    4.638758    -0.114836
  27454    4.663302    -0.114836
  27455    4.687845    -0.114836
  27456    4.712389    -0.114836
  27457    4.736933    -0.114836
  27458    4.761476    -0.114836
  27459    4.786020    -0.114836
  27460    4.810564    -0.114836
  27461    4.835107    -0.114836
  27462    4.859651    -0.114836
  27463    4.884195    -0.114836
  27464    4.908739    -0.114836
  27465    4.933282    -0.114836
  27466    4.957826    -0.114836
  27467    4.982370    -0.114836
  27468    5.006913    -0.114836
  27469    5.031457    -0.114836
  27470    5.056001    -0.114836
  27471    5.080544    -0.114836
  27472    5.105088    -0.114836
  27473    5.129632    -0.114836
  27474    5.154175    -0.114836
  27475    5.178719    -0.114836
  27476    5.203263    -0.114836
  27477    5.227807    -0.114836
  27478    5.252350    -0.114836
  27479    5.276894    -0.114836
  27480    5.301438    -0.114836
  27481    5.325981    -0.114836
  27482    5.350525    -0.114836
  27483    5.375069    -0.114836
  27484    5.399612    -0.114836
  27485    5.424156    -0.114836
  27486    5.448700    -0.114836
  27487    5.473243    -0.114836
  27488    5.497787    -0.114836
  27489    5.522331    -0.114836
  27490    5.546875    -0.114836
  27491    5.571418    -0.114836
  27492    5.595962    -0.114836
  27493    5.620506    -0.114836
  27494    5.645049    -0.114836
  27495    5.669593    -0.114836
  27496    5.694137    -0.114836
  27497    5.718680    -0.114836
  27498    5.743224    -0.114836
  27499    5.767768    -0.114836
  27500    5.792311    -0.114836
  27501    5.816855    -0.114836
  27502    5.841399    -0.114836
  27503    5.865943    -0.114836
  27504    5.890486    -0.114836
  27505    5.915030    -0.114836
  27506    5.939574    -0.114836
  27507    5.964117    -0.114836
  27508    5.988661    -0.114836
  27509    6.013205    -0.114836
  27510    6.037748    -0.114836
  27511    6.062292    -0.114836
  27512    6.086836    -0.114836
  27513    6.111379    -0.114836
  27514    6.135923    -0.114836
  27515    6.160467    -0.114836
  27516    6.185011    -0.114836
  27517    6.209554    -0.114836
  27518    6.234098    -0.114836
  27519    6.258642    -0.114836
  27520    0.012272    -0.125328
  27521    0.036816    -0.125328
  27522    0.061359    -0.125328
  27523    0.085903    -0.125328
  27524    0.110447    -0.125328
  27525    0.134990    -0.125328
  27526    0.159534    -0.125328
  27527    0.184078    -0.125328
  27528    0.208621    -0.125328
  27529    0.233165    -0.125328
  27530    0.257709    -0.125328
  27531    0.282252    -0.125328
  27532    0.306796    -0.125328
  27533    0.331340    -0.125328
  27534    0.355884    -0.125328
  27535    0.380427    -0.125328
  27536    0.404971    -0.125328
  27537    0.429515    -0.125328
  27538    0.454058    -0.125328
  27539    0.478602    -0.125328
  27540    0.503146    -0.125328
  27541    0.527689    -0.125328
  27542    0.552233    -0.125328
  27543    0.576777    -0.125328
  27544    0.601320    -0.125328
  27545    0.625864    -0.125328
  27546    0.650408    -0.125328
  27547    0.674952    -0.125328
  27548    0.699495    -0.125328
  27549    0.724039    -0.125328
  27550    0.748583    -0.125328
  27551    0.773126    -0.125328
  27552    0.797670    -0.125328
  27553    0.822214    -0.125328
  27554    0.846757    -0.125328
  27555    0.871301    -0.125328
  27556    0.895845    -0.125328
  27557    0.920388    -0.125328
  27558    0.944932    -0.125328
  27559    0.969476    -0.125328
  27560    0.994020    -0.125328
  27561    1.018563    -0.125328
  27562    1.043107    -0.125328
  27563    1.067651    -0.125328
  27564    1.092194    -0.125328
  27565    1.116738    -0.125328
  27566    1.141282    -0.125328
  27567    1.165825    -0.125328
  27568    1.190369    -0.125328
  27569    1.214913    -0.125328
  27570    1.239456    -0.125328
  27571    1.264000    -0.125328
  27572    1.288544    -0.125328
  27573    1.313088    -0.125328
  27574    1.337631    -0.125328
  27575    1.362175    -0.125328
  27576    1.386719    -0.125328
  27577    1.411262    -0.125328
  27578    1.435806    -0.125328
  27579    1.460350    -0.125328
  27580    1.484893    -0.125328
  27581    1.509437    -0.125328
  27582    1.533981    -0.125328
  27583    1.558524    -0.125328
  27584    1.583068    -0.125328
  27585    1.607612    -0.125328
  27586    1.632156    -0.125328
  27587    1.656699    -0.125328
  27588    1.681243    -0.125328
  27589    1.705787    -0.125328
  27590    1.730330    -0.125328
  27591    1.754874    -0.125328
  27592    1.779418    -0.125328
  27593    1.803961    -0.125328
  27594    1.828505    -0.125328
  27595    1.853049    -0.125328
  27596    1.877592    -0.125328
  27597    1.902136    -0.125328
  27598    1.926680    -0.125328
  27599    1.951224    -0.125328
  27600    1.975767    -0.125328
  27601    2.000311    -0.125328
  27602    2.024855    -0.125328
  27603    2.049398    -0.125328
  27604    2.073942    -0.125328
  27605    2.098486    -0.125328
  27606    2.123029    -0.125328
  27607    2.147573    -0.125328
  27608    2.172117    -0.125328
  27609    2.196660    -0.125328
  27610    2.221204    -0.125328
  27611    2.245748    -0.125328
  27612    2.270292    -0.125328
  27613    2.294835    -0.125328
  27614    2.319379    -0.125328
  27615    2.343923    -0.125328
  27616    2.368466    -0.125328
  27617    2.393010    -0.125328
  27618    2.417554    -0.125328
  27619    2.442097    -0.125328
  27620    2.466641    -0.125328
  27621    2.491185    -0.125328
  27622    2.515728    -0.125328
  27623    2.540272    -0.125328
  27624    2.564816    -0.125328
  27625    2.589360    -0.125328
  27626    2.613903    -0.125328
  27627    2.638447    -0.125328
  27628    2.662991    -0.125328
  27629    2.687534    -0.125328
  27630    2.712078    -0.125328
  27631    2.736622    -0.125328
  27632    2.761165    -0.125328
  27633    2.785709    -0.125328
  27634    2.810253    -0.125328
  27635    2.834796    -0.125328
  27636    2.859340    -0.125328
  27637    2.883884    -0.125328
  27638    2.908428    -0.125328
  27639    2.932971    -0.125328
  27640    2.957515    -0.125328
  27641    2.982059    -0.125328
  27642    3.006602    -0.125328
  27643    3.031146    -0.125328
  27644    3.055690    -0.125328
  27645    3.080233    -0.125328
  27646    3.104777    -0.125328
  27647    3.129321    -0.125328
  27648    3.153864    -0.125328
  27649    3.178408    -0.125328
  27650    3.202952    -0.125328
  27651    3.227496    -0.125328
  27652    3.252039    -0.125328
  27653    3.276583    -0.125328
  27654    3.301127    -0.125328
  27655    3.325670    -0.125328
  27656    3.350214    -0.125328
  27657    3.374758    -0.125328
  27658    3.399301    -0.125328
  27659    3.423845    -0.125328
  27660    3.448389    -0.125328
  27661    3.472933    -0.125328
  27662    3.497476    -0.125328
  27663    3.522020    -0.125328
  27664    3.546564    -0.125328
  27665    3.571107    -0.125328
  27666    3.595651    -0.125328
  27667    3.620195    -0.125328
  27668    3.644738    -0.125328
  27669    3.669282    -0.125328
  27670    3.693826    -0.125328
  27671    3.718369    -0.125328
  27672    3.742913    -0.125328
  27673    3.767457    -0.125328
  27674    3.792001    -0.125328
  27675    3.816544    -0.125328
  27676    3.841088    -0.125328
  27677    3.865632    -0.125328
  27678    3.890175    -0.125328
  27679    3.914719    -0.125328
  27680    3.939263    -0.125328
  27681    3.963806    -0.125328
  27682    3.988350    -0.125328
  27683    4.012894    -0.125328
  27684    4.037437    -0.125328
  27685    4.061981    -0.125328
  27686    4.086525    -0.125328
  27687    4.111069    -0.125328
  27688    4.135612    -0.125328
  27689    4.160156    -0.125328
  27690    4.184700    -0.125328
  27691    4.209243    -0.125328
  27692    4.233787    -0.125328
  27693    4.258331    -0.125328
  27694    4.282874    -0.125328
  27695    4.307418    -0.125328
  27696    4.331962    -0.125328
  27697    4.356505    -0.125328
  27698    4.381049    -0.125328
  27699    4.405593    -0.125328
  27700    4.430137    -0.125328
  27701    4.454680    -0.125328
  27702    4.479224    -0.125328
  27703    4.503768    -0.125328
  27704    4.528311    -0.125328
  27705    4.552855    -0.125328
  27706    4.577399    -0.125328
  27707    4.601942    -0.125328
  27708    4.626486    -0.125328
  27709    4.651030    -0.125328
  27710    4.675573    -0.125328
  27711    4.700117    -0.125328
  27712    4.724661    -0.125328
  27713    4.749205    -0.125328
  27714    4.773748    -0.125328
  27715    4.798292    -0.125328
  27716    4.822836    -0.125328
  27717    4.847379    -0.125328
  27718    4.871923    -0.125328
  27719    4.896467    -0.125328
  27720    4.921010    -0.125328
  27721    4.945554    -0.125328
  27722    4.970098    -0.125328
  27723    4.994641    -0.125328
  27724    5.019185    -0.125328
  27725    5.043729    -0.125328
  27726    5.068273    -0.125328
  27727    5.092816    -0.125328
  27728    5.117360    -0.125328
  27729    5.141904    -0.125328
  27730    5.166447    -0.125328
  27731    5.190991    -0.125328
  27732    5.215535    -0.125328
  27733    5.240078    -0.125328
  27734    5.264622    -0.125328
  27735    5.289166    -0.125328
  27736    5.313709    -0.125328
  27737    5.338253    -0.125328
  27738    5.362797    -0.125328
  27739    5.387341    -0.125328
  27740    5.411884    -0.125328
  27741    5.436428    -0.125328
  27742    5.460972    -0.125328
  27743    5.485515    -0.125328
  27744    5.510059    -0.125328
  27745    5.534603    -0.125328
  27746    5.559146    -0.125328
  27747    5.583690    -0.125328
  27748    5.608234    -0.125328
  27749    5.632777    -0.125328
  27750    5.657321    -0.125328
  27751    5.681865    -0.125328
  27752    5.706409    -0.125328
  27753    5.730952    -0.125328
  27754    5.755496    -0.125328
  27755    5.780040    -0.125328
  27756    5.804583    -0.125328
  27757    5.829127    -0.125328
  27758    5.853671    -0.125328
  27759    5.878214    -0.125328
  27760    5.902758    -0.125328
  27761    5.927302    -0.125328
  27762    5.951845    -0.125328
  27763    5.976389    -0.125328
  27764    6.000933    -0.125328
  27765    6.025477    -0.125328
  27766    6.050020    -0.125328
  27767    6.074564    -0.125328
  27768    6.099108    -0.125328
  27769    6.123651    -0.125328
  27770    6.148195    -0.125328
  27771    6.172739    -0.125328
  27772    6.197282    -0.125328
  27773    6.221826    -0.125328
  27774    6.246370    -0.125328
  27775    6.270913    -0.125328
  27776    0.000000    -0.135834
  27777    0.024544    -0.135834
  27778    0.049087    -0.135834
  27779    0.073631    -0.135834
  27780    0.098175    -0.135834
  27781    0.122718    -0.135834
  27782    0.147262    -0.135834
  27783    0.171806    -0.135834
  27784    0.196350    -0.135834
  27785    0.220893    -0.135834
  27786    0.245437    -0.135834
  27787    0.269981    -0.135834
  27788    0.294524    -0.135834
  27789    0.319068    -0.135834
  27790    0.343612    -0.135834
  27791    0.368155    -0.135834
  27792    0.392699    -0.135834
  27793    0.417243    -0.135834
  27794    0.441786    -0.135834
  27795    0.466330    -0.135834
  27796    0.490874    -0.135834
  27797    0.515418    -0.135834
  27798    0.539961    -0.135834
  27799    0.564505    -0.135834
  27800    0.589049    -0.135834
  27801    0.613592    -0.135834
  27802    0.638136    -0.135834
  27803    0.662680    -0.135834
  27804    0.687223    -0.135834
  27805    0.711767    -0.135834
  27806    0.736311    -0.135834
  27807    0.760854    -0.135834
  27808    0.785398    -0.135834
  27809    0.809942    -0.135834
  27810    0.834486    -0.135834
  27811    0.859029    -0.135834
  27812    0.883573    -0.135834
  27813    0.908117    -0.135834
  27814    0.932660    -0.135834
  27815    0.957204    -0.135834
  27816    0.981748    -0.135834
  27817    1.006291    -0.135834
  27818    1.030835    -0.135834
  27819    1.055379    -0.135834
  27820    1.079922    -0.135834
  27821    1.104466    -0.135834
  27822    1.129010    -0.135834
  27823    1.153554    -0.135834
  27824    1.178097    -0.135834
  27825    1.202641    -0.135834
  27826    1.227185    -0.135834
  27827    1.251728    -0.135834
  27828    1.276272    -0.135834
  27829    1.300816    -0.135834
  27830    1.325359    -0.135834
  27831    1.349903    -0.135834
  27832    1.374447    -0.135834
  27833    1.398990    -0.135834
  27834    1.423534    -0.135834
  27835    1.448078    -0.135834
  27836    1.472622    -0.135834
  27837    1.497165    -0.135834
  27838    1.521709    -0.135834
  27839    1.546253    -0.135834
  27840    1.570796    -0.135834
  27841    1.595340    -0.135834
  27842    1.619884    -0.135834
  27843    1.644427    -0.135834
  27844    1.668971    -0.135834
  27845    1.693515    -0.135834
  27846    1.718058    -0.135834
  27847    1.742602    -0.135834
  27848    1.767146    -0.135834
  27849    1.791690    -0.135834
  27850    1.816233    -0.135834
  27851    1.840777    -0.135834
  27852    1.865321    -0.135834
  27853    1.889864    -0.135834
  27854    1.914408    -0.135834
  27855    1.938952    -0.135834
  27856    1.963495    -0.135834
  27857    1.988039    -0.135834
  27858    2.012583    -0.135834
  27859    2.037126    -0.135834
  27860    2.061670    -0.135834
  27861    2.086214    -0.135834
  27862    2.110758    -0.135834
  27863    2.135301    -0.135834
  27864    2.159845    -0.135834
  27865    2.184389    -0.135834
  27866    2.208932    -0.135834
  27867    2.233476    -0.135834
  27868    2.258020    -0.135834
  27869    2.282563    -0.135834
  27870    2.307107    -0.135834
  27871    2.331651    -0.135834
  27872    2.356194    -0.135834
  27873    2.380738    -0.135834
  27874    2.405282    -0.135834
  27875    2.429826    -0.135834
  27876    2.454369    -0.135834
  27877    2.478913    -0.135834
  27878    2.503457    -0.135834
  27879    2.528000    -0.135834
  27880    2.552544    -0.135834
  27881    2.577088    -0.135834
  27882    2.601631    -0.135834
  27883    2.626175    -0.135834
  27884    2.650719    -0.135834
  27885    2.675262    -0.135834
  27886    2.699806    -0.135834
  27887    2.724350    -0.135834
  27888    2.748894    -0.135834
  27889    2.773437    -0.135834
  27890    2.797981    -0.135834
  27891    2.822525    -0.135834
  27892    2.847068    -0.135834
  27893    2.871612    -0.135834
  27894    2.896156    -0.135834
  27895    2.920699    -0.135834
  27896    2.945243    -0.135834
  27897    2.969787    -0.135834
  27898    2.994330    -0.135834
  27899    3.018874    -0.135834
  27900    3.043418    -0.135834
  27901    3.067962    -0.135834
  27902    3.092505    -0.135834
  27903    3.117049    -0.135834
  27904    3.141593    -0.135834
  27905    3.166136    -0.135834
  27906    3.190680    -0.135834
  27907    3.215224    -0.135834
  27908    3.239767    -0.135834
  27909    3.264311    -0.135834
  27910    3.288855    -0.135834
  27911    3.313399    -0.135834
  27912    3.337942    -0.135834
  27913    3.362486    -0.135834
  27914    3.387030    -0.135834
  27915    3.411573    -0.135834
  27916    3.436117    -0.135834
  27917    3.460661    -0.135834
  27918    3.485204    -0.135834
  27919    3.509748    -0.135834
  27920    3.534292    -0.135834
  27921    3.558835    -0.135834
  27922    3.583379    -0.135834
  27923    3.607923    -0.135834
  27924    3.632467    -0.135834
  27925    3.657010    -0.135834
  27926    3.681554    -0.135834
  27927    3.706098    -0.135834
  27928    3.730641    -0.135834
  27929    3.755185    -0.135834
  27930    3.779729    -0.135834
  27931    3.804272    -0.135834
  27932    3.828816    -0.135834
  27933    3.853360    -0.135834
  27934    3.877903    -0.135834
  27935    3.902447    -0.135834
  27936    3.926991    -0.135834
  27937    3.951535    -0.135834
  27938    3.976078    -0.135834
  27939    4.000622    -0.135834
  27940    4.025166    -0.135834
  27941    4.049709    -0.135834
  27942    4.074253    -0.135834
  27943    4.098797    -0.135834
  27944    4.123340    -0.135834
  27945    4.147884    -0.135834
  27946    4.172428    -0.135834
  27947    4.196971    -0.135834
  27948    4.221515    -0.135834
  27949    4.246059    -0.135834
  27950    4.270603    -0.135834
  27951    4.295146    -0.135834
  27952    4.319690    -0.135834
  27953    4.344234    -0.135834
  27954    4.368777    -0.135834
  27955    4.393321    -0.135834
  27956    4.417865    -0.135834
  27957    4.442408    -0.135834
  27958    4.466952    -0.135834
  27959    4.491496    -0.135834
  27960    4.516039    -0.135834
  27961    4.540583    -0.135834
  27962    4.565127    -0.135834
  27963    4.589671    -0.135834
  27964    4.614214    -0.135834
  27965    4.638758    -0.135834
  27966    4.663302    -0.135834
  27967    4.687845    -0.135834
  27968    4.712389    -0.135834
  27969    4.736933    -0.135834
  27970    4.761476    -0.135834
  27971    4.786020    -0.135834
  27972    4.810564    -0.135834
  27973    4.835107    -0.135834
  27974    4.859651    -0.135834
  27975    4.884195    -0.135834
  27976    4.908739    -0.135834
  27977    4.933282    -0.135834
  27978    4.957826    -0.135834
  27979    4.982370    -0.135834
  27980    5.006913    -0.135834
  27981    5.031457    -0.135834
  27982    5.056001    -0.135834
  27983    5.080544    -0.135834
  27984    5.105088    -0.135834
  27985    5.129632    -0.135834
  27986    5.154175    -0.135834
  27987    5.178719    -0.135834
  27988    5.203263    -0.135834
  27989    5.227807    -0.135834
  27990    5.252350    -0.135834
  27991    5.276894    -0.135834
  27992    5.301438    -0.135834
  27993    5.325981    -0.135834
  27994    5.350525    -0.135834
  27995    5.375069    -0.135834
  27996    5.399612    -0.135834
  27997    5.424156    -0.135834
  27998    5.448700    -0.135834
  27999    5.473243    -0.135834
  28000    5.497787    -0.135834
  28001    5.522331    -0.135834
  28002    5.546875    -0.135834
  28003    5.571418    -0.135834
  28004    5.595962    -0.135834
  28005    5.620506    -0.135834
  28006    5.645049    -0.135834
  28007    5.669593    -0.135834
  28008    5.694137    -0.135834
  28009    5.718680    -0.135834
  28010    5.743224    -0.135834
  28011    5.767768    -0.135834
  28012    5.792311    -0.135834
  28013    5.816855    -0.135834
  28014    5.841399    -0.135834
  28015    5.865943    -0.135834
  28016    5.890486    -0.135834
  28017    5.915030    -0.135834
  28018    5.939574    -0.135834
  28019    5.964117    -0.135834
  28020    5.988661    -0.135834
  28021    6.013205    -0.135834
  28022    6.037748    -0.135834
  28023    6.062292    -0.135834
  28024    6.086836    -0.135834
  28025    6.111379    -0.135834
  28026    6.135923    -0.135834
  28027    6.160467    -0.135834
  28028    6.185011    -0.135834
  28029    6.209554    -0.135834
  28030    6.234098    -0.135834
  28031    6.258642    -0.135834
  28032    0.012272    -0.146355
  28033    0.036816    -0.146355
  28034    0.061359    -0.146355
  28035    0.085903    -0.146355
  28036    0.110447    -0.146355
  28037    0.134990    -0.146355
  28038    0.159534    -0.146355
  28039    0.184078    -0.146355
  28040    0.208621    -0.146355
  28041    0.233165    -0.146355
  28042    0.257709    -0.146355
  28043    0.282252    -0.146355
  28044    0.306796    -0.146355
  28045    0.331340    -0.146355
  28046    0.355884    -0.146355
  28047    0.380427    -0.146355
  28048    0.404971    -0.146355
  28049    0.429515    -0.146355
  28050    0.454058    -0.146355
  28051    0.478602    -0.146355
  28052    0.503146    -0.146355
  28053    0.527689    -0.146355
  28054    0.552233    -0.146355
  28055    0.576777    -0.146355
  28056    0.601320    -0.146355
  28057    0.625864    -0.146355
  28058    0.650408    -0.146355
  28059    0.674952    -0.146355
  28060    0.699495    -0.146355
  28061    0.724039    -0.146355
  28062    0.748583    -0.146355
  28063    0.773126    -0.146355
  28064    0.797670    -0.146355
  28065    0.822214    -0.146355
  28066    0.846757    -0.146355
  28067    0.871301    -0.146355
  28068    0.895845    -0.146355
  28069    0.920388    -0.146355
  28070    0.944932    -0.146355
  28071    0.969476    -0.146355
  28072    0.994020    -0.146355
  28073    1.018563    -0.146355
  28074    1.043107    -0.146355
  28075    1.067651    -0.146355
  28076    1.092194    -0.146355
  28077    1.116738    -0.146355
  28078    1.141282    -0.146355
  28079    1.165825    -0.146355
  28080    1.190369    -0.146355
  28081    1.214913    -0.146355
  28082    1.239456    -0.146355
  28083    1.264000    -0.146355
