! tile     RA          DEC
! number   [rad]       [rad]
  13397    5.240078    +0.476119
  13398    5.264622    +0.476119
  13399    5.289166    +0.476119
  13400    5.313709    +0.476119
  13401    5.338253    +0.476119
  13402    5.362797    +0.476119
  13403    5.387341    +0.476119
  13404    5.411884    +0.476119
  13405    5.436428    +0.476119
  13406    5.460972    +0.476119
  13407    5.485515    +0.476119
  13408    5.510059    +0.476119
  13409    5.534603    +0.476119
  13410    5.559146    +0.476119
  13411    5.583690    +0.476119
  13412    5.608234    +0.476119
  13413    5.632777    +0.476119
  13414    5.657321    +0.476119
  13415    5.681865    +0.476119
  13416    5.706409    +0.476119
  13417    5.730952    +0.476119
  13418    5.755496    +0.476119
  13419    5.780040    +0.476119
  13420    5.804583    +0.476119
  13421    5.829127    +0.476119
  13422    5.853671    +0.476119
  13423    5.878214    +0.476119
  13424    5.902758    +0.476119
  13425    5.927302    +0.476119
  13426    5.951845    +0.476119
  13427    5.976389    +0.476119
  13428    6.000933    +0.476119
  13429    6.025477    +0.476119
  13430    6.050020    +0.476119
  13431    6.074564    +0.476119
  13432    6.099108    +0.476119
  13433    6.123651    +0.476119
  13434    6.148195    +0.476119
  13435    6.172739    +0.476119
  13436    6.197282    +0.476119
  13437    6.221826    +0.476119
  13438    6.246370    +0.476119
  13439    6.270913    +0.476119
  13440    0.000000    +0.464434
  13441    0.024544    +0.464434
  13442    0.049087    +0.464434
  13443    0.073631    +0.464434
  13444    0.098175    +0.464434
  13445    0.122718    +0.464434
  13446    0.147262    +0.464434
  13447    0.171806    +0.464434
  13448    0.196350    +0.464434
  13449    0.220893    +0.464434
  13450    0.245437    +0.464434
  13451    0.269981    +0.464434
  13452    0.294524    +0.464434
  13453    0.319068    +0.464434
  13454    0.343612    +0.464434
  13455    0.368155    +0.464434
  13456    0.392699    +0.464434
  13457    0.417243    +0.464434
  13458    0.441786    +0.464434
  13459    0.466330    +0.464434
  13460    0.490874    +0.464434
  13461    0.515418    +0.464434
  13462    0.539961    +0.464434
  13463    0.564505    +0.464434
  13464    0.589049    +0.464434
  13465    0.613592    +0.464434
  13466    0.638136    +0.464434
  13467    0.662680    +0.464434
  13468    0.687223    +0.464434
  13469    0.711767    +0.464434
  13470    0.736311    +0.464434
  13471    0.760854    +0.464434
  13472    0.785398    +0.464434
  13473    0.809942    +0.464434
  13474    0.834486    +0.464434
  13475    0.859029    +0.464434
  13476    0.883573    +0.464434
  13477    0.908117    +0.464434
  13478    0.932660    +0.464434
  13479    0.957204    +0.464434
  13480    0.981748    +0.464434
  13481    1.006291    +0.464434
  13482    1.030835    +0.464434
  13483    1.055379    +0.464434
  13484    1.079922    +0.464434
  13485    1.104466    +0.464434
  13486    1.129010    +0.464434
  13487    1.153554    +0.464434
  13488    1.178097    +0.464434
  13489    1.202641    +0.464434
  13490    1.227185    +0.464434
  13491    1.251728    +0.464434
  13492    1.276272    +0.464434
  13493    1.300816    +0.464434
  13494    1.325359    +0.464434
  13495    1.349903    +0.464434
  13496    1.374447    +0.464434
  13497    1.398990    +0.464434
  13498    1.423534    +0.464434
  13499    1.448078    +0.464434
  13500    1.472622    +0.464434
  13501    1.497165    +0.464434
  13502    1.521709    +0.464434
  13503    1.546253    +0.464434
  13504    1.570796    +0.464434
  13505    1.595340    +0.464434
  13506    1.619884    +0.464434
  13507    1.644427    +0.464434
  13508    1.668971    +0.464434
  13509    1.693515    +0.464434
  13510    1.718058    +0.464434
  13511    1.742602    +0.464434
  13512    1.767146    +0.464434
  13513    1.791690    +0.464434
  13514    1.816233    +0.464434
  13515    1.840777    +0.464434
  13516    1.865321    +0.464434
  13517    1.889864    +0.464434
  13518    1.914408    +0.464434
  13519    1.938952    +0.464434
  13520    1.963495    +0.464434
  13521    1.988039    +0.464434
  13522    2.012583    +0.464434
  13523    2.037126    +0.464434
  13524    2.061670    +0.464434
  13525    2.086214    +0.464434
  13526    2.110758    +0.464434
  13527    2.135301    +0.464434
  13528    2.159845    +0.464434
  13529    2.184389    +0.464434
  13530    2.208932    +0.464434
  13531    2.233476    +0.464434
  13532    2.258020    +0.464434
  13533    2.282563    +0.464434
  13534    2.307107    +0.464434
  13535    2.331651    +0.464434
  13536    2.356194    +0.464434
  13537    2.380738    +0.464434
  13538    2.405282    +0.464434
  13539    2.429826    +0.464434
  13540    2.454369    +0.464434
  13541    2.478913    +0.464434
  13542    2.503457    +0.464434
  13543    2.528000    +0.464434
  13544    2.552544    +0.464434
  13545    2.577088    +0.464434
  13546    2.601631    +0.464434
  13547    2.626175    +0.464434
  13548    2.650719    +0.464434
  13549    2.675262    +0.464434
  13550    2.699806    +0.464434
  13551    2.724350    +0.464434
  13552    2.748894    +0.464434
  13553    2.773437    +0.464434
  13554    2.797981    +0.464434
  13555    2.822525    +0.464434
  13556    2.847068    +0.464434
  13557    2.871612    +0.464434
  13558    2.896156    +0.464434
  13559    2.920699    +0.464434
  13560    2.945243    +0.464434
  13561    2.969787    +0.464434
  13562    2.994330    +0.464434
  13563    3.018874    +0.464434
  13564    3.043418    +0.464434
  13565    3.067962    +0.464434
  13566    3.092505    +0.464434
  13567    3.117049    +0.464434
  13568    3.141593    +0.464434
  13569    3.166136    +0.464434
  13570    3.190680    +0.464434
  13571    3.215224    +0.464434
  13572    3.239767    +0.464434
  13573    3.264311    +0.464434
  13574    3.288855    +0.464434
  13575    3.313399    +0.464434
  13576    3.337942    +0.464434
  13577    3.362486    +0.464434
  13578    3.387030    +0.464434
  13579    3.411573    +0.464434
  13580    3.436117    +0.464434
  13581    3.460661    +0.464434
  13582    3.485204    +0.464434
  13583    3.509748    +0.464434
  13584    3.534292    +0.464434
  13585    3.558835    +0.464434
  13586    3.583379    +0.464434
  13587    3.607923    +0.464434
  13588    3.632467    +0.464434
  13589    3.657010    +0.464434
  13590    3.681554    +0.464434
  13591    3.706098    +0.464434
  13592    3.730641    +0.464434
  13593    3.755185    +0.464434
  13594    3.779729    +0.464434
  13595    3.804272    +0.464434
  13596    3.828816    +0.464434
  13597    3.853360    +0.464434
  13598    3.877903    +0.464434
  13599    3.902447    +0.464434
  13600    3.926991    +0.464434
  13601    3.951535    +0.464434
  13602    3.976078    +0.464434
  13603    4.000622    +0.464434
  13604    4.025166    +0.464434
  13605    4.049709    +0.464434
  13606    4.074253    +0.464434
  13607    4.098797    +0.464434
  13608    4.123340    +0.464434
  13609    4.147884    +0.464434
  13610    4.172428    +0.464434
  13611    4.196971    +0.464434
  13612    4.221515    +0.464434
  13613    4.246059    +0.464434
  13614    4.270603    +0.464434
  13615    4.295146    +0.464434
  13616    4.319690    +0.464434
  13617    4.344234    +0.464434
  13618    4.368777    +0.464434
  13619    4.393321    +0.464434
  13620    4.417865    +0.464434
  13621    4.442408    +0.464434
  13622    4.466952    +0.464434
  13623    4.491496    +0.464434
  13624    4.516039    +0.464434
  13625    4.540583    +0.464434
  13626    4.565127    +0.464434
  13627    4.589671    +0.464434
  13628    4.614214    +0.464434
  13629    4.638758    +0.464434
  13630    4.663302    +0.464434
  13631    4.687845    +0.464434
  13632    4.712389    +0.464434
  13633    4.736933    +0.464434
  13634    4.761476    +0.464434
  13635    4.786020    +0.464434
  13636    4.810564    +0.464434
  13637    4.835107    +0.464434
  13638    4.859651    +0.464434
  13639    4.884195    +0.464434
  13640    4.908739    +0.464434
  13641    4.933282    +0.464434
  13642    4.957826    +0.464434
  13643    4.982370    +0.464434
  13644    5.006913    +0.464434
  13645    5.031457    +0.464434
  13646    5.056001    +0.464434
  13647    5.080544    +0.464434
  13648    5.105088    +0.464434
  13649    5.129632    +0.464434
  13650    5.154175    +0.464434
  13651    5.178719    +0.464434
  13652    5.203263    +0.464434
  13653    5.227807    +0.464434
  13654    5.252350    +0.464434
  13655    5.276894    +0.464434
  13656    5.301438    +0.464434
  13657    5.325981    +0.464434
  13658    5.350525    +0.464434
  13659    5.375069    +0.464434
  13660    5.399612    +0.464434
  13661    5.424156    +0.464434
  13662    5.448700    +0.464434
  13663    5.473243    +0.464434
  13664    5.497787    +0.464434
  13665    5.522331    +0.464434
  13666    5.546875    +0.464434
  13667    5.571418    +0.464434
  13668    5.595962    +0.464434
  13669    5.620506    +0.464434
  13670    5.645049    +0.464434
  13671    5.669593    +0.464434
  13672    5.694137    +0.464434
  13673    5.718680    +0.464434
  13674    5.743224    +0.464434
  13675    5.767768    +0.464434
  13676    5.792311    +0.464434
  13677    5.816855    +0.464434
  13678    5.841399    +0.464434
  13679    5.865943    +0.464434
  13680    5.890486    +0.464434
  13681    5.915030    +0.464434
  13682    5.939574    +0.464434
  13683    5.964117    +0.464434
  13684    5.988661    +0.464434
  13685    6.013205    +0.464434
  13686    6.037748    +0.464434
  13687    6.062292    +0.464434
  13688    6.086836    +0.464434
  13689    6.111379    +0.464434
  13690    6.135923    +0.464434
  13691    6.160467    +0.464434
  13692    6.185011    +0.464434
  13693    6.209554    +0.464434
  13694    6.234098    +0.464434
  13695    6.258642    +0.464434
  13696    0.012272    +0.452817
  13697    0.036816    +0.452817
  13698    0.061359    +0.452817
  13699    0.085903    +0.452817
  13700    0.110447    +0.452817
  13701    0.134990    +0.452817
  13702    0.159534    +0.452817
  13703    0.184078    +0.452817
  13704    0.208621    +0.452817
  13705    0.233165    +0.452817
  13706    0.257709    +0.452817
  13707    0.282252    +0.452817
  13708    0.306796    +0.452817
  13709    0.331340    +0.452817
  13710    0.355884    +0.452817
  13711    0.380427    +0.452817
  13712    0.404971    +0.452817
  13713    0.429515    +0.452817
  13714    0.454058    +0.452817
  13715    0.478602    +0.452817
  13716    0.503146    +0.452817
  13717    0.527689    +0.452817
  13718    0.552233    +0.452817
  13719    0.576777    +0.452817
  13720    0.601320    +0.452817
  13721    0.625864    +0.452817
  13722    0.650408    +0.452817
  13723    0.674952    +0.452817
  13724    0.699495    +0.452817
  13725    0.724039    +0.452817
  13726    0.748583    +0.452817
  13727    0.773126    +0.452817
  13728    0.797670    +0.452817
  13729    0.822214    +0.452817
  13730    0.846757    +0.452817
  13731    0.871301    +0.452817
  13732    0.895845    +0.452817
  13733    0.920388    +0.452817
  13734    0.944932    +0.452817
  13735    0.969476    +0.452817
  13736    0.994020    +0.452817
  13737    1.018563    +0.452817
  13738    1.043107    +0.452817
  13739    1.067651    +0.452817
  13740    1.092194    +0.452817
  13741    1.116738    +0.452817
  13742    1.141282    +0.452817
  13743    1.165825    +0.452817
  13744    1.190369    +0.452817
  13745    1.214913    +0.452817
  13746    1.239456    +0.452817
  13747    1.264000    +0.452817
  13748    1.288544    +0.452817
  13749    1.313088    +0.452817
  13750    1.337631    +0.452817
  13751    1.362175    +0.452817
  13752    1.386719    +0.452817
  13753    1.411262    +0.452817
  13754    1.435806    +0.452817
  13755    1.460350    +0.452817
  13756    1.484893    +0.452817
  13757    1.509437    +0.452817
  13758    1.533981    +0.452817
  13759    1.558524    +0.452817
  13760    1.583068    +0.452817
  13761    1.607612    +0.452817
  13762    1.632156    +0.452817
  13763    1.656699    +0.452817
  13764    1.681243    +0.452817
  13765    1.705787    +0.452817
  13766    1.730330    +0.452817
  13767    1.754874    +0.452817
  13768    1.779418    +0.452817
  13769    1.803961    +0.452817
  13770    1.828505    +0.452817
  13771    1.853049    +0.452817
  13772    1.877592    +0.452817
  13773    1.902136    +0.452817
  13774    1.926680    +0.452817
  13775    1.951224    +0.452817
  13776    1.975767    +0.452817
  13777    2.000311    +0.452817
  13778    2.024855    +0.452817
  13779    2.049398    +0.452817
  13780    2.073942    +0.452817
  13781    2.098486    +0.452817
  13782    2.123029    +0.452817
  13783    2.147573    +0.452817
  13784    2.172117    +0.452817
  13785    2.196660    +0.452817
  13786    2.221204    +0.452817
  13787    2.245748    +0.452817
  13788    2.270292    +0.452817
  13789    2.294835    +0.452817
  13790    2.319379    +0.452817
  13791    2.343923    +0.452817
  13792    2.368466    +0.452817
  13793    2.393010    +0.452817
  13794    2.417554    +0.452817
  13795    2.442097    +0.452817
  13796    2.466641    +0.452817
  13797    2.491185    +0.452817
  13798    2.515728    +0.452817
  13799    2.540272    +0.452817
  13800    2.564816    +0.452817
  13801    2.589360    +0.452817
  13802    2.613903    +0.452817
  13803    2.638447    +0.452817
  13804    2.662991    +0.452817
  13805    2.687534    +0.452817
  13806    2.712078    +0.452817
  13807    2.736622    +0.452817
  13808    2.761165    +0.452817
  13809    2.785709    +0.452817
  13810    2.810253    +0.452817
  13811    2.834796    +0.452817
  13812    2.859340    +0.452817
  13813    2.883884    +0.452817
  13814    2.908428    +0.452817
  13815    2.932971    +0.452817
  13816    2.957515    +0.452817
  13817    2.982059    +0.452817
  13818    3.006602    +0.452817
  13819    3.031146    +0.452817
  13820    3.055690    +0.452817
  13821    3.080233    +0.452817
  13822    3.104777    +0.452817
  13823    3.129321    +0.452817
  13824    3.153864    +0.452817
  13825    3.178408    +0.452817
  13826    3.202952    +0.452817
  13827    3.227496    +0.452817
  13828    3.252039    +0.452817
  13829    3.276583    +0.452817
  13830    3.301127    +0.452817
  13831    3.325670    +0.452817
  13832    3.350214    +0.452817
  13833    3.374758    +0.452817
  13834    3.399301    +0.452817
  13835    3.423845    +0.452817
  13836    3.448389    +0.452817
  13837    3.472933    +0.452817
  13838    3.497476    +0.452817
  13839    3.522020    +0.452817
  13840    3.546564    +0.452817
  13841    3.571107    +0.452817
  13842    3.595651    +0.452817
  13843    3.620195    +0.452817
  13844    3.644738    +0.452817
  13845    3.669282    +0.452817
  13846    3.693826    +0.452817
  13847    3.718369    +0.452817
  13848    3.742913    +0.452817
  13849    3.767457    +0.452817
  13850    3.792001    +0.452817
  13851    3.816544    +0.452817
  13852    3.841088    +0.452817
  13853    3.865632    +0.452817
  13854    3.890175    +0.452817
  13855    3.914719    +0.452817
  13856    3.939263    +0.452817
  13857    3.963806    +0.452817
  13858    3.988350    +0.452817
  13859    4.012894    +0.452817
  13860    4.037437    +0.452817
  13861    4.061981    +0.452817
  13862    4.086525    +0.452817
  13863    4.111069    +0.452817
  13864    4.135612    +0.452817
  13865    4.160156    +0.452817
  13866    4.184700    +0.452817
  13867    4.209243    +0.452817
  13868    4.233787    +0.452817
  13869    4.258331    +0.452817
  13870    4.282874    +0.452817
  13871    4.307418    +0.452817
  13872    4.331962    +0.452817
  13873    4.356505    +0.452817
  13874    4.381049    +0.452817
  13875    4.405593    +0.452817
  13876    4.430137    +0.452817
  13877    4.454680    +0.452817
  13878    4.479224    +0.452817
  13879    4.503768    +0.452817
  13880    4.528311    +0.452817
  13881    4.552855    +0.452817
  13882    4.577399    +0.452817
  13883    4.601942    +0.452817
  13884    4.626486    +0.452817
  13885    4.651030    +0.452817
  13886    4.675573    +0.452817
  13887    4.700117    +0.452817
  13888    4.724661    +0.452817
  13889    4.749205    +0.452817
  13890    4.773748    +0.452817
  13891    4.798292    +0.452817
  13892    4.822836    +0.452817
  13893    4.847379    +0.452817
  13894    4.871923    +0.452817
  13895    4.896467    +0.452817
  13896    4.921010    +0.452817
  13897    4.945554    +0.452817
  13898    4.970098    +0.452817
  13899    4.994641    +0.452817
  13900    5.019185    +0.452817
  13901    5.043729    +0.452817
  13902    5.068273    +0.452817
  13903    5.092816    +0.452817
  13904    5.117360    +0.452817
  13905    5.141904    +0.452817
  13906    5.166447    +0.452817
  13907    5.190991    +0.452817
  13908    5.215535    +0.452817
  13909    5.240078    +0.452817
  13910    5.264622    +0.452817
  13911    5.289166    +0.452817
  13912    5.313709    +0.452817
  13913    5.338253    +0.452817
  13914    5.362797    +0.452817
  13915    5.387341    +0.452817
  13916    5.411884    +0.452817
  13917    5.436428    +0.452817
  13918    5.460972    +0.452817
  13919    5.485515    +0.452817
  13920    5.510059    +0.452817
  13921    5.534603    +0.452817
  13922    5.559146    +0.452817
  13923    5.583690    +0.452817
  13924    5.608234    +0.452817
  13925    5.632777    +0.452817
  13926    5.657321    +0.452817
  13927    5.681865    +0.452817
  13928    5.706409    +0.452817
  13929    5.730952    +0.452817
  13930    5.755496    +0.452817
  13931    5.780040    +0.452817
  13932    5.804583    +0.452817
  13933    5.829127    +0.452817
  13934    5.853671    +0.452817
  13935    5.878214    +0.452817
  13936    5.902758    +0.452817
  13937    5.927302    +0.452817
  13938    5.951845    +0.452817
  13939    5.976389    +0.452817
  13940    6.000933    +0.452817
  13941    6.025477    +0.452817
  13942    6.050020    +0.452817
  13943    6.074564    +0.452817
  13944    6.099108    +0.452817
  13945    6.123651    +0.452817
  13946    6.148195    +0.452817
  13947    6.172739    +0.452817
  13948    6.197282    +0.452817
  13949    6.221826    +0.452817
  13950    6.246370    +0.452817
  13951    6.270913    +0.452817
  13952    0.000000    +0.441265
  13953    0.024544    +0.441265
  13954    0.049087    +0.441265
  13955    0.073631    +0.441265
  13956    0.098175    +0.441265
  13957    0.122718    +0.441265
  13958    0.147262    +0.441265
  13959    0.171806    +0.441265
  13960    0.196350    +0.441265
  13961    0.220893    +0.441265
  13962    0.245437    +0.441265
  13963    0.269981    +0.441265
  13964    0.294524    +0.441265
  13965    0.319068    +0.441265
  13966    0.343612    +0.441265
  13967    0.368155    +0.441265
  13968    0.392699    +0.441265
  13969    0.417243    +0.441265
  13970    0.441786    +0.441265
  13971    0.466330    +0.441265
  13972    0.490874    +0.441265
  13973    0.515418    +0.441265
  13974    0.539961    +0.441265
  13975    0.564505    +0.441265
  13976    0.589049    +0.441265
  13977    0.613592    +0.441265
  13978    0.638136    +0.441265
  13979    0.662680    +0.441265
  13980    0.687223    +0.441265
  13981    0.711767    +0.441265
  13982    0.736311    +0.441265
  13983    0.760854    +0.441265
  13984    0.785398    +0.441265
  13985    0.809942    +0.441265
  13986    0.834486    +0.441265
  13987    0.859029    +0.441265
  13988    0.883573    +0.441265
  13989    0.908117    +0.441265
  13990    0.932660    +0.441265
  13991    0.957204    +0.441265
  13992    0.981748    +0.441265
  13993    1.006291    +0.441265
  13994    1.030835    +0.441265
  13995    1.055379    +0.441265
  13996    1.079922    +0.441265
  13997    1.104466    +0.441265
  13998    1.129010    +0.441265
  13999    1.153554    +0.441265
  14000    1.178097    +0.441265
  14001    1.202641    +0.441265
  14002    1.227185    +0.441265
  14003    1.251728    +0.441265
  14004    1.276272    +0.441265
  14005    1.300816    +0.441265
  14006    1.325359    +0.441265
  14007    1.349903    +0.441265
  14008    1.374447    +0.441265
  14009    1.398990    +0.441265
  14010    1.423534    +0.441265
  14011    1.448078    +0.441265
  14012    1.472622    +0.441265
  14013    1.497165    +0.441265
  14014    1.521709    +0.441265
  14015    1.546253    +0.441265
  14016    1.570796    +0.441265
  14017    1.595340    +0.441265
  14018    1.619884    +0.441265
  14019    1.644427    +0.441265
  14020    1.668971    +0.441265
  14021    1.693515    +0.441265
  14022    1.718058    +0.441265
  14023    1.742602    +0.441265
  14024    1.767146    +0.441265
  14025    1.791690    +0.441265
  14026    1.816233    +0.441265
  14027    1.840777    +0.441265
  14028    1.865321    +0.441265
  14029    1.889864    +0.441265
  14030    1.914408    +0.441265
  14031    1.938952    +0.441265
  14032    1.963495    +0.441265
  14033    1.988039    +0.441265
  14034    2.012583    +0.441265
  14035    2.037126    +0.441265
  14036    2.061670    +0.441265
  14037    2.086214    +0.441265
  14038    2.110758    +0.441265
  14039    2.135301    +0.441265
  14040    2.159845    +0.441265
  14041    2.184389    +0.441265
  14042    2.208932    +0.441265
  14043    2.233476    +0.441265
  14044    2.258020    +0.441265
  14045    2.282563    +0.441265
  14046    2.307107    +0.441265
  14047    2.331651    +0.441265
  14048    2.356194    +0.441265
  14049    2.380738    +0.441265
  14050    2.405282    +0.441265
  14051    2.429826    +0.441265
  14052    2.454369    +0.441265
  14053    2.478913    +0.441265
  14054    2.503457    +0.441265
  14055    2.528000    +0.441265
  14056    2.552544    +0.441265
  14057    2.577088    +0.441265
  14058    2.601631    +0.441265
  14059    2.626175    +0.441265
  14060    2.650719    +0.441265
  14061    2.675262    +0.441265
  14062    2.699806    +0.441265
  14063    2.724350    +0.441265
  14064    2.748894    +0.441265
  14065    2.773437    +0.441265
  14066    2.797981    +0.441265
  14067    2.822525    +0.441265
  14068    2.847068    +0.441265
  14069    2.871612    +0.441265
  14070    2.896156    +0.441265
  14071    2.920699    +0.441265
  14072    2.945243    +0.441265
  14073    2.969787    +0.441265
  14074    2.994330    +0.441265
  14075    3.018874    +0.441265
  14076    3.043418    +0.441265
  14077    3.067962    +0.441265
  14078    3.092505    +0.441265
  14079    3.117049    +0.441265
  14080    3.141593    +0.441265
  14081    3.166136    +0.441265
  14082    3.190680    +0.441265
  14083    3.215224    +0.441265
  14084    3.239767    +0.441265
  14085    3.264311    +0.441265
  14086    3.288855    +0.441265
  14087    3.313399    +0.441265
  14088    3.337942    +0.441265
  14089    3.362486    +0.441265
  14090    3.387030    +0.441265
  14091    3.411573    +0.441265
  14092    3.436117    +0.441265
  14093    3.460661    +0.441265
  14094    3.485204    +0.441265
  14095    3.509748    +0.441265
  14096    3.534292    +0.441265
  14097    3.558835    +0.441265
  14098    3.583379    +0.441265
  14099    3.607923    +0.441265
  14100    3.632467    +0.441265
  14101    3.657010    +0.441265
  14102    3.681554    +0.441265
  14103    3.706098    +0.441265
  14104    3.730641    +0.441265
  14105    3.755185    +0.441265
  14106    3.779729    +0.441265
  14107    3.804272    +0.441265
  14108    3.828816    +0.441265
  14109    3.853360    +0.441265
  14110    3.877903    +0.441265
  14111    3.902447    +0.441265
  14112    3.926991    +0.441265
  14113    3.951535    +0.441265
  14114    3.976078    +0.441265
  14115    4.000622    +0.441265
  14116    4.025166    +0.441265
  14117    4.049709    +0.441265
  14118    4.074253    +0.441265
  14119    4.098797    +0.441265
  14120    4.123340    +0.441265
  14121    4.147884    +0.441265
  14122    4.172428    +0.441265
  14123    4.196971    +0.441265
  14124    4.221515    +0.441265
  14125    4.246059    +0.441265
  14126    4.270603    +0.441265
  14127    4.295146    +0.441265
  14128    4.319690    +0.441265
  14129    4.344234    +0.441265
  14130    4.368777    +0.441265
  14131    4.393321    +0.441265
  14132    4.417865    +0.441265
  14133    4.442408    +0.441265
  14134    4.466952    +0.441265
  14135    4.491496    +0.441265
  14136    4.516039    +0.441265
  14137    4.540583    +0.441265
  14138    4.565127    +0.441265
  14139    4.589671    +0.441265
  14140    4.614214    +0.441265
  14141    4.638758    +0.441265
  14142    4.663302    +0.441265
  14143    4.687845    +0.441265
  14144    4.712389    +0.441265
  14145    4.736933    +0.441265
  14146    4.761476    +0.441265
  14147    4.786020    +0.441265
  14148    4.810564    +0.441265
  14149    4.835107    +0.441265
  14150    4.859651    +0.441265
  14151    4.884195    +0.441265
  14152    4.908739    +0.441265
  14153    4.933282    +0.441265
  14154    4.957826    +0.441265
  14155    4.982370    +0.441265
  14156    5.006913    +0.441265
  14157    5.031457    +0.441265
  14158    5.056001    +0.441265
  14159    5.080544    +0.441265
  14160    5.105088    +0.441265
  14161    5.129632    +0.441265
  14162    5.154175    +0.441265
  14163    5.178719    +0.441265
  14164    5.203263    +0.441265
  14165    5.227807    +0.441265
  14166    5.252350    +0.441265
  14167    5.276894    +0.441265
  14168    5.301438    +0.441265
  14169    5.325981    +0.441265
  14170    5.350525    +0.441265
  14171    5.375069    +0.441265
  14172    5.399612    +0.441265
  14173    5.424156    +0.441265
  14174    5.448700    +0.441265
  14175    5.473243    +0.441265
  14176    5.497787    +0.441265
  14177    5.522331    +0.441265
  14178    5.546875    +0.441265
  14179    5.571418    +0.441265
  14180    5.595962    +0.441265
  14181    5.620506    +0.441265
  14182    5.645049    +0.441265
  14183    5.669593    +0.441265
  14184    5.694137    +0.441265
  14185    5.718680    +0.441265
  14186    5.743224    +0.441265
  14187    5.767768    +0.441265
  14188    5.792311    +0.441265
  14189    5.816855    +0.441265
  14190    5.841399    +0.441265
  14191    5.865943    +0.441265
  14192    5.890486    +0.441265
  14193    5.915030    +0.441265
  14194    5.939574    +0.441265
  14195    5.964117    +0.441265
  14196    5.988661    +0.441265
  14197    6.013205    +0.441265
  14198    6.037748    +0.441265
  14199    6.062292    +0.441265
  14200    6.086836    +0.441265
  14201    6.111379    +0.441265
  14202    6.135923    +0.441265
  14203    6.160467    +0.441265
  14204    6.185011    +0.441265
  14205    6.209554    +0.441265
  14206    6.234098    +0.441265
  14207    6.258642    +0.441265
  14208    0.012272    +0.429775
  14209    0.036816    +0.429775
  14210    0.061359    +0.429775
  14211    0.085903    +0.429775
  14212    0.110447    +0.429775
  14213    0.134990    +0.429775
  14214    0.159534    +0.429775
  14215    0.184078    +0.429775
  14216    0.208621    +0.429775
  14217    0.233165    +0.429775
  14218    0.257709    +0.429775
  14219    0.282252    +0.429775
  14220    0.306796    +0.429775
  14221    0.331340    +0.429775
  14222    0.355884    +0.429775
  14223    0.380427    +0.429775
  14224    0.404971    +0.429775
  14225    0.429515    +0.429775
  14226    0.454058    +0.429775
  14227    0.478602    +0.429775
  14228    0.503146    +0.429775
  14229    0.527689    +0.429775
  14230    0.552233    +0.429775
  14231    0.576777    +0.429775
  14232    0.601320    +0.429775
  14233    0.625864    +0.429775
  14234    0.650408    +0.429775
  14235    0.674952    +0.429775
  14236    0.699495    +0.429775
  14237    0.724039    +0.429775
  14238    0.748583    +0.429775
  14239    0.773126    +0.429775
  14240    0.797670    +0.429775
  14241    0.822214    +0.429775
  14242    0.846757    +0.429775
  14243    0.871301    +0.429775
  14244    0.895845    +0.429775
  14245    0.920388    +0.429775
  14246    0.944932    +0.429775
  14247    0.969476    +0.429775
  14248    0.994020    +0.429775
  14249    1.018563    +0.429775
  14250    1.043107    +0.429775
  14251    1.067651    +0.429775
  14252    1.092194    +0.429775
  14253    1.116738    +0.429775
  14254    1.141282    +0.429775
  14255    1.165825    +0.429775
  14256    1.190369    +0.429775
  14257    1.214913    +0.429775
  14258    1.239456    +0.429775
  14259    1.264000    +0.429775
  14260    1.288544    +0.429775
  14261    1.313088    +0.429775
  14262    1.337631    +0.429775
  14263    1.362175    +0.429775
  14264    1.386719    +0.429775
  14265    1.411262    +0.429775
  14266    1.435806    +0.429775
  14267    1.460350    +0.429775
  14268    1.484893    +0.429775
  14269    1.509437    +0.429775
  14270    1.533981    +0.429775
  14271    1.558524    +0.429775
  14272    1.583068    +0.429775
  14273    1.607612    +0.429775
  14274    1.632156    +0.429775
  14275    1.656699    +0.429775
  14276    1.681243    +0.429775
  14277    1.705787    +0.429775
  14278    1.730330    +0.429775
  14279    1.754874    +0.429775
  14280    1.779418    +0.429775
  14281    1.803961    +0.429775
  14282    1.828505    +0.429775
  14283    1.853049    +0.429775
  14284    1.877592    +0.429775
  14285    1.902136    +0.429775
  14286    1.926680    +0.429775
  14287    1.951224    +0.429775
  14288    1.975767    +0.429775
  14289    2.000311    +0.429775
  14290    2.024855    +0.429775
  14291    2.049398    +0.429775
  14292    2.073942    +0.429775
  14293    2.098486    +0.429775
  14294    2.123029    +0.429775
  14295    2.147573    +0.429775
  14296    2.172117    +0.429775
  14297    2.196660    +0.429775
  14298    2.221204    +0.429775
  14299    2.245748    +0.429775
  14300    2.270292    +0.429775
  14301    2.294835    +0.429775
  14302    2.319379    +0.429775
  14303    2.343923    +0.429775
  14304    2.368466    +0.429775
  14305    2.393010    +0.429775
  14306    2.417554    +0.429775
  14307    2.442097    +0.429775
  14308    2.466641    +0.429775
  14309    2.491185    +0.429775
  14310    2.515728    +0.429775
  14311    2.540272    +0.429775
  14312    2.564816    +0.429775
  14313    2.589360    +0.429775
  14314    2.613903    +0.429775
  14315    2.638447    +0.429775
  14316    2.662991    +0.429775
  14317    2.687534    +0.429775
  14318    2.712078    +0.429775
  14319    2.736622    +0.429775
  14320    2.761165    +0.429775
  14321    2.785709    +0.429775
  14322    2.810253    +0.429775
  14323    2.834796    +0.429775
  14324    2.859340    +0.429775
  14325    2.883884    +0.429775
  14326    2.908428    +0.429775
  14327    2.932971    +0.429775
